PK_Site_ID,Sitename,Longitude,Latitude,Site_Technology,Transmission,Landlord,Diesel_Generator,Solar_Power,ESCOM_Main_Grid,Clutter_class 
MW0208, BALAKA , 34.956220 ,-14.989830 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW5581, BEMBEKE , 34.427880 ,-14.357550 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0258, BILIRA , 34.846860 ,-14.829250 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0502, CAPEMACLEAR , 34.834183 ,-14.029848 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5926, CFACTORYCOW , 35.030727 ,-14.334634 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0257, CHIENDAUSIKU , 35.050043 ,-15.018749 , 2G+3G+4G ,Backbone,Airtel, YES ,Yes,No,Rural
MW0530, CHIKWEWU , 35.669790 ,-14.780950 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0110, CHILIPA , 34.963955 ,-14.701797 , 2G+3G+4G ,Backbone,Airtel, YES ,Yes,No,Rural
MW0269, CHIMWALA , 35.181273 ,-14.622777 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0209, CHINGENI , 34.893663 ,-14.958073 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW0501, CHINGOMBE , 34.953164 ,-14.222528 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0406, CHIPOKA , 34.515041 ,-13.994521 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW0512, CHIPONDE , 35.572552 ,-14.371124 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0163, CHIRINGA , 35.740974 ,-15.755605 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW5309, CHOWE , 35.382668 ,-14.423324 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0351, DEDZA , 34.323700 ,-14.362500 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Residential
MW5605, DEDZAMARKET , 34.334630 ,-14.390530 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Residential
MW0417, DEDZATOWN , 34.319134 ,-14.384786 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0203, DOMASI , 35.388717 ,-15.276585 , 2G+3G+4G ,Backbone,TNM, YES ,No,Yes,Residential
MW0330, GOLOMOTI , 34.600070 ,-14.424869 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0215, JALI , 35.485361 ,-15.471750 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0230, KAMPEPUZA , 34.779427 ,-14.869092 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5200, KANDEU , 34.618400 ,-14.605400 , 2G+3G+4G ,Access,TNM, YES ,No,No,Rural
MW5209, KANKAO , 34.924400 ,-15.037926 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0409, KAPHATENGA , 34.390447 ,-13.757328 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5079, KASINJE , 34.737188 ,-14.614830 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW5300, KATULITNM , 35.446000 ,-14.184100 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW5600, LIFIDZI , 34.463293 ,-13.909533 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0421, LIFUWU , 34.581990 ,-13.688500 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0405, LIVINGBEACH , 34.625452 ,-13.721645 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0204, LIWONDE , 35.227424 ,-15.069222 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Residential
MW5307, LIWONDENATPA , 35.254347 ,-15.039465 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Forest
MW5611, LIZULUCHIBWE , 34.498055 ,-14.549684 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0355, LIZULU , 34.469198 ,-14.521225 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0218, MACHINGA , 35.292977 ,-15.176663 , 2G+3G+4G ,Backbone,MHC, YES ,No,Yes,Residential
MW5213, MACHINGATTC , 35.242810 ,-15.134340 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0508, MAKANJIRA , 35.041977 ,-13.702627 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0524, MALDECO , 35.148813 ,-14.326043 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW0262, MALEMBO , 34.801800 ,-14.302200 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0117, MALINDI , 35.297300 ,-14.353500 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0211, MALOSA , 35.356900 ,-15.211222 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Rural
MW0506, MANGOCHI , 35.268300 ,-14.481100 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW0263, MANGOCHIMBC , 35.228983 ,-14.453989 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0264, MANGOCHIWEST , 35.237628 ,-14.484033 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0217, MANGOCHTUROF , 35.188651 ,-15.042933 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW6213, MANJAWIRA , 34.851910 ,-15.003140 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW5606, MASASA , 34.421036 ,-14.431505 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5607, MASASAGOLOMO , 34.521100 ,-14.418320 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0422, MATOWE , 34.525138 ,-14.154717 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0510, MBALUKU , 35.279975 ,-14.474782 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0164, MIGOWI , 35.702985 ,-15.721642 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5211, MITEKETE , 35.669940 ,-15.640000 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW5210, MLANGENI , 34.533310 ,-14.710688 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW5587, MLEKANO , 35.442890 ,-14.424440 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0522, MONKEYBAY , 34.929300 ,-14.135500 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW0523, MONKEYBAYPORT , 34.913441 ,-14.082560 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Residential
MW5304, MPALE , 35.174000 ,-14.750840 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0268, MPHATE , 34.630375 ,-14.812480 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Residential
MW5205, MPHEPOZINAI , 34.661480 ,-14.736760 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5609, MPONDEZI , 34.588900 ,-13.787300 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW6116, MSAKA , 34.847901 ,-14.070196 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5601, MTAKATAKA , 34.510281 ,-14.224316 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0404, MUA , 34.513644 ,-14.301126 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5212, MULLILODGE , 35.548794 ,-15.856796 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0270, MUSSA , 35.336300 ,-15.172420 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW5303, MWIMA , 35.181500 ,-14.927930 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW5208, MZAMA , 34.567009 ,-14.901948 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5202, NACHITHEME , 34.874440 ,-14.894280 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW5302, NAMALAKA , 35.193400 ,-14.122300 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
mw5645, NAMKUMBA , 34.815800 ,-14.364200 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0507, NAMWELA , 35.472217 ,-14.358981 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0525, NAYUCHI , 35.871010 ,-14.977716 , 2G+3G+4G ,Access,TNM, YES ,No,No,Rural
MW6329, NGOKWE , 35.804192 ,-14.708478 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW5602, NGOZI , 34.517340 ,-14.097930 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0354, NJOLOMOLE , 34.562794 ,-14.649321 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5310, NKHUDZILODGE , 35.008560 ,-14.187690 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0520, NKOPOLA , 35.134630 ,-14.325480 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW0171, NSANAMA , 35.444317 ,-15.035310 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW5593, NSANAMATC , 35.490900 ,-14.993800 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW0219, NSELEMA , 35.552900 ,-14.713944 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0504, NTAJA , 35.527382 ,-14.871674 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Residential
MW0206, NTCHEU , 34.608774 ,-14.816200 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW5204, NTCHEUHOSP , 34.640100 ,-14.818590 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Residential
MW5206, NTONDA , 34.759384 ,-15.023435 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5301, PALMBEACH , 35.202238 ,-14.400943 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW5612, PEMBA , 34.529000 ,-13.832200 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0108, PHALOMBE , 35.645730 ,-15.815810 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW6015, PHALONI , 35.754000 ,-15.626540 , 2G+3G+4G ,Access,Airtel, YES ,No,No,Rural
MW0210, PHALULA , 34.889683 ,-15.223130 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW0503, RADIOMARIA , 35.172200 ,-14.546214 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5616, SALIAIRWAYS , 34.578698 ,-13.755817 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0401, SALIMA , 34.455800 ,-13.780525 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Rural
MW5691, SALIMARELIF , 34.512350 ,-13.775858 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0477, SALIMARES , 34.438875 ,-13.769432 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0402, SENGABAY , 34.612020 ,-13.778303 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5201, SENZANI , 34.860040 ,-15.070920 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0259, SHARPEVALLEY , 34.730400 ,-14.605260 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0216, SONGANI , 35.388185 ,-15.320950 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0521, SUNNSAND , 35.084360 ,-14.257660 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0256, TSANGANO , 34.606411 ,-15.027735 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW6370, TSANGANOPROP , 34.609070 ,-15.185460 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0233, TSANGANOTURNO , 34.568069 ,-14.771747 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5207, ULONGWE2MBELA , 35.057856 ,-14.912376 , 2G+3G+4G ,Access,TNM, YES ,Yes,Yes,Rural
MW0505, ULONGWE , 35.172881 ,-14.845751 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW5203, UTALE , 35.067135 ,-15.178200 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0322, AREA10 , 33.803900 ,-13.939600 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5530, AREA10PTC , 33.792500 ,-13.935700 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5510, AREA11 , 33.800700 ,-13.952900 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0374, AREA12 , 33.812775 ,-13.955387 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0378, AREA14 , 33.774268 ,-13.960405 , 2G+3G+4G ,Access,CAN, YES ,No,Yes,Dense Urban
MW0364, AREA18A , 33.779100 ,-13.935500 , 2G+3G+4G ,Access,MHC, YES ,No,Yes,Dense Urban
MW6326, AREA18B , 33.773160 ,-13.942190 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0381, AREA18 , 33.759932 ,-13.934977 , 2G+3G+4G ,Access,MHC, YES ,No,Yes,Dense Urban
MW0313, AREA23 , 33.823700 ,-14.007150 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Dense Urban
MW0400, AREA23EAST , 33.834587 ,-14.007172 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5541, AREA23NORTH , 33.835490 ,-13.997620 , 2G+3G+4G ,Access,TNM, YES ,Yes,Yes,Dense Urban
MW0386, AREA24 , 33.809514 ,-14.007847 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0389, AREA25B , 33.753068 ,-13.889207 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0475, AREA25C , 33.773067 ,-13.887020 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5514,AREA25SECTOR7,33.75154693,-13.88347804, 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0312, AREA2 , 33.781693 ,-13.989984 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5501, AREA2RESIDENT , 33.778050 ,-13.983530 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0471, AREA36EAST , 33.795080 ,-14.028660 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0397, AREA36 , 33.785665 ,-14.017975 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0473, AREA36WEST , 33.776242 ,-14.027985 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0311, AREA3 , 33.753181 ,-14.004398 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5934, AREA3MESSES , 33.758735 ,-13.991376 , 2G+3G+4G ,Access,TNM, YES ,Yes,Yes,Dense Urban
MW0367, AREA43 , 33.790910 ,-13.912070 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW6327, AREA43NEW , 33.812340 ,-13.922500 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW5522, AREA44BARRACK , 33.820200 ,-13.979270 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW6328, AREA47ABC , 33.746400 ,-13.969510 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0314, AREA47 , 33.751145 ,-13.954063 , 2G+3G+4G ,Access,MHC, YES ,No,Yes,Dense Urban
MW0450, AREA47S2 , 33.758700 ,-13.957500 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0396, AREA49 , 33.745706 ,-13.920503 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0305, AREA50 , 33.758377 ,-13.899956 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Dense Urban
MW5515, AREA50WEST , 33.745642 ,-13.907180 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Dense Urban
MW0368, AREA9 , 33.746500 ,-13.977461 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW6323, AREA3BARONAV , 33.761696 ,-13.997836 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0301, BIWI , 33.785902 ,-14.009843 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0369, BIWIEAST , 33.799463 ,-14.007515 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0366, BIWIRESIDENT , 33.794630 ,-14.000260 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0309, BUNDA , 33.775310 ,-14.178400 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW0333, BUNDATURN , 33.801970 ,-14.059700 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Dense Urban
MW0398, BWAILAHSPITAL , 33.775105 ,-13.990198 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0320, CAPITALHILL , 33.790235 ,-13.945823 , 2G+3G+4G ,Access,MBC, YES ,No,Yes,Dense Urban
MW0411, CHIGONEKA , 33.751476 ,-13.968538 , 2G+3G+4G ,Access,MHC, YES ,No,Yes,Dense Urban
MW0385, CHILAMBULA , 33.775640 ,-13.973670 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0412, CHILINDE , 33.809750 ,-13.994960 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW5527, CHIPASULA22 , 33.815658 ,-14.030272 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Dense Urban
MW0377, CHIPASULA , 33.803700 ,-14.015700 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0410, CITYCENTRE , 33.792785 ,-13.959083 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5525, CROSSROADS , 33.759228 ,-13.976133 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5517, DONBOSCORC , 33.821928 ,-14.014982 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0358, DUBAI , 33.761200 ,-13.917110 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW5552, DUBAINORTH , 33.753000 ,-13.906700 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Dense Urban
MW0365, DZENZA , 33.765450 ,-13.874798 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5506, DZENZAMISSION , 33.748760 ,-13.877503 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Dense Urban
MW0387, FLEAMARKET , 33.771734 ,-13.981865 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW5924, AREA12VILLA , 33.812020 ,-13.961060 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0310, KAGAMEHIGHWAY , 33.769097 ,-13.979105 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0474, KALIYEKA , 33.808761 ,-14.001753 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0325, KAMUZUAIRPORT , 33.784717 ,-13.781480 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Dense Urban
MW0472, KANENGO , 33.798580 ,-13.898177 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5500, KANENGOESCOM , 33.791028 ,-13.896600 , 2G+3G+4G ,Backbone,ESCOM, YES ,No,Yes,Dense Urban
MW5511, KANENGOGATE , 33.802883 ,-13.871021 , 2G+3G+4G ,Access,MBC, YES ,No,Yes,Dense Urban
MW5508, KANENGOWH , 33.783235 ,-13.908627 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5516, KANGOMA , 33.882877 ,-13.976158 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Dense Urban
MW5513, KAUMA , 33.823665 ,-13.941512 , 2G+3G+4G ,Access,ACL, YES ,No,Yes,Dense Urban
MW0383, KAWALE , 33.801778 ,-13.992933 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5550, KAWALEPROPER , 33.796906 ,-13.985983 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0382, KCH , 33.784912 ,-13.975607 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0303, LILONGWETOWER , 33.761482 ,-13.980810 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Dense Urban
MW0399, LLBUSDEPOT , 33.774678 ,-13.997130 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0388, LLEMBASSIES , 33.786588 ,-13.960972 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0371, LUMBADZI , 33.808793 ,-13.758627 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5603, LUMBADZITC , 33.815194 ,-13.772720 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0384, MAGWERO , 33.804692 ,-13.830792 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0375, MALANGALANGA , 33.777454 ,-14.000538 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0376, MARKET , 33.766568 ,-13.991281 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0319, MATILES , 33.753219 ,-13.990006 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0466, MAULA , 33.773300 ,-13.967990 , 2G+3G+4G ,Access,MHC, YES ,No,Yes,Dense Urban
MW5544, MBADZI , 33.686110 ,-13.946270 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0307, MCHESI , 33.790128 ,-13.988470 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0340, MITUNDU , 33.767986 ,-14.255997 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0393, MSUNGWI , 33.760922 ,-13.885742 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0467, MTANDIRE , 33.741184 ,-13.944407 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5406, NANJIRI , 33.858665 ,-14.088808 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Dense Urban
MW6320, NEWSHIRE , 33.739657 ,-13.931256 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0331, NEWSTATEHOUSE , 33.849480 ,-13.960640 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0336, NGWENYA , 33.807593 ,-14.030003 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0334, NJEWA , 33.714043 ,-13.974147 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0391, OLDTOWN , 33.781220 ,-13.995230 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0302, SILOS , 33.807312 ,-13.892158 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0390, SILVERSTADIUM , 33.766690 ,-13.952110 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW5502, STANSFILDHSE , 33.767579 ,-13.986421 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0457, STATEHOUSE2 , 33.840302 ,-13.963077 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW5526, TSABANGO , 33.792655 ,-14.007525 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Dense Urban
MW0323, YOUTHCENTRE , 33.805750 ,-13.979330 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0462, BISAI , 33.946780 ,-14.204490 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0339, CHEZI , 34.029093 ,-13.741132 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Rural
MW5416, CHIGAMBA , 34.032360 ,-13.584370 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0407, CHIGWIRIZANO , 33.702255 ,-14.039027 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0359, CHIMBIYA , 34.159000 ,-14.286400 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0420, CHIMWAZA , 33.755200 ,-13.653361 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0379, CHINSAPO , 33.720339 ,-14.010594 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
